Chemical,Monitor,Date Time ,Reading
AGOC-3A,1,4/1/16 17:00,0.176284
AGOC-3A,1,4/2/16 17:00,0.265883
AGOC-3A,1,4/3/16 17:00,0.111675
AGOC-3A,1,4/4/16 17:00,0.240225
AGOC-3A,1,4/5/16 17:00,0.0763446
AGOC-3A,1,4/6/16 17:00,0.013077
AGOC-3A,1,4/7/16 17:00,0.537641
AGOC-3A,1,4/8/16 17:00,0.300726
AGOC-3A,1,4/9/16 17:00,0.109275
AGOC-3A,1,4/10/16 17:00,0.0197025
AGOC-3A,1,4/11/16 17:00,0.149776
AGOC-3A,1,4/12/16 17:00,0.331779
AGOC-3A,1,4/13/16 17:00,0.181976
AGOC-3A,1,4/14/16 17:00,0.071342
AGOC-3A,1,4/15/16 17:00,0.0593264
AGOC-3A,1,4/16/16 17:00,0.482681
AGOC-3A,1,4/17/16 17:00,0.046616
AGOC-3A,1,4/18/16 17:00,0.184386
AGOC-3A,1,4/19/16 17:00,0.14742
AGOC-3A,1,4/20/16 17:00,0.0131897
AGOC-3A,1,4/21/16 17:00,0.0684493
AGOC-3A,1,4/22/16 17:00,0.296081
AGOC-3A,1,4/23/16 17:00,0.360545
AGOC-3A,1,4/24/16 17:00,0.113631
AGOC-3A,1,4/25/16 17:00,0.193611
AGOC-3A,1,4/26/16 17:00,0.389856
AGOC-3A,1,4/27/16 17:00,0.117827
AGOC-3A,1,4/28/16 17:00,0.155613
AGOC-3A,1,4/29/16 17:00,0.398233
AGOC-3A,1,4/30/16 17:00,0.385766
AGOC-3A,1,8/1/16 17:00,0.586224
AGOC-3A,1,8/2/16 17:00,0.471343
AGOC-3A,1,8/3/16 17:00,0.201599
AGOC-3A,1,8/4/16 17:00,0.464256
AGOC-3A,1,8/5/16 17:00,0.47726
AGOC-3A,1,8/6/16 17:00,0.182052
AGOC-3A,1,8/7/16 17:00,0.00684365
AGOC-3A,1,8/8/16 17:00,0.407812
AGOC-3A,1,8/9/16 17:00,0.012745
AGOC-3A,1,8/10/16 17:00,0.120088
AGOC-3A,1,8/11/16 17:00,0.111914
AGOC-3A,1,8/12/16 17:00,0.331532
AGOC-3A,1,8/13/16 17:00,0.529466
AGOC-3A,1,8/14/16 17:00,0.202073
AGOC-3A,1,8/15/16 17:00,0.425155
AGOC-3A,1,8/16/16 17:00,0.158244
AGOC-3A,1,8/17/16 17:00,0.160961
AGOC-3A,1,8/18/16 17:00,0.0979459
AGOC-3A,1,8/19/16 17:00,0.171083
AGOC-3A,1,8/20/16 17:00,0.220407
AGOC-3A,1,8/21/16 17:00,0.073517
AGOC-3A,1,8/22/16 17:00,0.158963
AGOC-3A,1,8/23/16 17:00,0.316383
AGOC-3A,1,8/24/16 17:00,0.358799
AGOC-3A,1,8/25/16 17:00,0.0117104
AGOC-3A,1,8/26/16 17:00,0.0506701
AGOC-3A,1,8/27/16 17:00,0.135328
AGOC-3A,1,8/28/16 17:00,0.388087
AGOC-3A,1,8/29/16 17:00,0.327813
AGOC-3A,1,8/30/16 17:00,0.00668235
AGOC-3A,1,8/31/16 17:00,0.087886
AGOC-3A,1,12/1/16 17:00,0.11358
AGOC-3A,1,12/2/16 17:00,0.451809
AGOC-3A,1,12/3/16 17:00,0.30518
AGOC-3A,1,12/4/16 17:00,0.232959
AGOC-3A,1,12/5/16 17:00,0.242022
AGOC-3A,1,12/6/16 17:00,0.0667731
AGOC-3A,1,12/7/16 17:00,0.342245
AGOC-3A,1,12/8/16 17:00,0.0930762
AGOC-3A,1,12/9/16 17:00,0.409394
AGOC-3A,1,12/10/16 17:00,0.39756
AGOC-3A,1,12/11/16 17:00,0.234992
AGOC-3A,1,12/12/16 17:00,0.0756589
AGOC-3A,1,12/13/16 17:00,0.11271
